,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Precinct,,,,,,County Jurisdiction,"JULIÁN CASTRO
(DEM) ",,"MICHAEL A. ELLINGER
(DEM) ",,,"ELIZABETH WARREN
(DEM) ",,"MARIANNE WILLIAMSON
(DEM) ",,,"ANDREW YANG
(DEM) ",,"ROQUE ""ROCKY"" DE LA FUENTE III
(DEM) ",,"JOHN K. DELANEY
(DEM) ",,"AMY KLOBUCHAR
(DEM) ",,"BERNIE SANDERS
(DEM) ",,"JOE SESTAK
(DEM) ",,"TOM STEYER
(DEM) ",,"DEVAL PATRICK
(DEM) ",,"MICHAEL BENNET
(DEM) ",,"MICHAEL R. BLOOMBERG
(DEM) ",,"MOSIE BOYD
(DEM) ",,"CORY BOOKER
(DEM) ",,"PETE BUTTIGIEG
(DEM) ",,"JOSEPH R. BIDEN
(DEM) ",,"TULSI GABBARD
(DEM) ",,"MARK STEWART GREENSTEIN
(DEM) ",,"Write-in
 ",,Total Votes
C35S20A52E1B4CUHRC21966,0,0,,0,0,C35S20A52E1B4CUHRC21966,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C31S23A40E1B2CUHRC21967,39,178,,0,0,C31S23A40E1B2CUHRC21967,0,0.00%,0,,0.00%,4,10.26%,0,,0.00%,1,2.56%,0,0.00%,0,0.00%,0,0.00%,13,33.33%,0,0.00%,1,2.56%,0,0.00%,0,0.00%,2,5.13%,0,0.00%,0,0.00%,1,2.56%,17,43.59%,0,0.00%,0,0.00%,0,0.00%,39
C31S23A40E1B2CUHRC21968,1,1,,****,****,C31S23A40E1B2CUHRC21968,****,****,****,,****,****,****,****,,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****
C31S23A40E1B2CUHRC11969,70,339,,3,0,C31S23A40E1B2CUHRC11969,0,0.00%,0,,0.00%,4,5.97%,0,,0.00%,2,2.99%,0,0.00%,0,0.00%,0,0.00%,24,35.82%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,9,13.43%,0,0.00%,0,0.00%,5,7.46%,23,34.33%,0,0.00%,0,0.00%,0,0.00%,67
C31S23A40E1B2CUHRC11970,29,158,,0,0,C31S23A40E1B2CUHRC11970,0,0.00%,0,,0.00%,2,6.90%,0,,0.00%,0,0.00%,0,0.00%,0,0.00%,1,3.45%,8,27.59%,0,0.00%,2,6.90%,0,0.00%,0,0.00%,2,6.90%,0,0.00%,0,0.00%,1,3.45%,13,44.83%,0,0.00%,0,0.00%,0,0.00%,29
C31S23A40E1B2CUHRC11971,1,0,,****,****,C31S23A40E1B2CUHRC11971,****,****,****,,****,****,****,****,,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****
C31S23A41E1B2CUHRC11972,42,247,,4,0,C31S23A41E1B2CUHRC11972,0,0.00%,0,,0.00%,3,7.89%,0,,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,14,36.84%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,4,10.53%,0,0.00%,0,0.00%,4,10.53%,12,31.58%,1,2.63%,0,0.00%,0,0.00%,38
C31S23A40E1B2CUHRC21973,2,14,,****,****,C31S23A40E1B2CUHRC21973,****,****,****,,****,****,****,****,,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****
C31S23A40E1B2CUHRC21974,0,0,,0,0,C31S23A40E1B2CUHRC21974,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C31S23A40E1B2CUHRC41975,0,0,,0,0,C31S23A40E1B2CUHRC41975,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C31S23A40E1B2CUHRC41976,0,0,,0,0,C31S23A40E1B2CUHRC41976,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C31S23A40E1B2CUHRC41977,57,334,,0,0,C31S23A40E1B2CUHRC41977,0,0.00%,0,,0.00%,7,12.28%,0,,0.00%,1,1.75%,0,0.00%,0,0.00%,1,1.75%,19,33.33%,0,0.00%,1,1.75%,0,0.00%,0,0.00%,6,10.53%,0,0.00%,0,0.00%,3,5.26%,19,33.33%,0,0.00%,0,0.00%,0,0.00%,57
C31S23A40E1B2CUHRC41978,195,"1,138",,1,0,C31S23A40E1B2CUHRC41978,1,0.52%,1,,0.52%,15,7.73%,2,,1.03%,1,0.52%,1,0.52%,0,0.00%,0,0.00%,87,44.85%,0,0.00%,5,2.58%,0,0.00%,0,0.00%,13,6.70%,0,0.00%,0,0.00%,3,1.55%,65,33.51%,0,0.00%,0,0.00%,0,0.00%,194
C08S16A33E1B1AVUUNI1979,2,46,,****,****,C08S16A33E1B1AVUUNI1979,****,****,****,,****,****,****,****,,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****
C08S16A33E1B1AVUUNI1980,8,141,,1,0,C08S16A33E1B1AVUUNI1980,0,0.00%,0,,0.00%,1,14.29%,0,,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,2,28.57%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,1,14.29%,0,0.00%,0,0.00%,0,0.00%,3,42.86%,0,0.00%,0,0.00%,0,0.00%,7
C08S16A33E1B1AVUUNI1981,4,65,,****,****,C08S16A33E1B1AVUUNI1981,****,****,****,,****,****,****,****,,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****
C08S16A33E1B1AVUUNI1982,10,155,,0,0,C08S16A33E1B1AVUUNI1982,0,0.00%,0,,0.00%,1,10.00%,0,,0.00%,0,0.00%,0,0.00%,0,0.00%,1,10.00%,4,40.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,1,10.00%,0,0.00%,0,0.00%,0,0.00%,3,30.00%,0,0.00%,0,0.00%,0,0.00%,10
C08S16A33E1B1AVUUNI1983,22,144,,2,1,C08S16A33E1B1AVUUNI1983,0,0.00%,0,,0.00%,0,0.00%,0,,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,6,31.58%,0,0.00%,0,0.00%,0,0.00%,1,5.26%,2,10.53%,0,0.00%,0,0.00%,3,15.79%,7,36.84%,0,0.00%,0,0.00%,0,0.00%,19
C08S16A33E1B1AVUUNI1984,2,42,,****,****,C08S16A33E1B1AVUUNI1984,****,****,****,,****,****,****,****,,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****
C08S16A33E1B1AVUUNI1985,0,0,,0,0,C08S16A33E1B1AVUUNI1985,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C08S21A33E1B1AVUAPP1986,38,262,,0,0,C08S21A33E1B1AVUAPP1986,0,0.00%,0,,0.00%,4,10.53%,0,,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,22,57.89%,0,0.00%,2,5.26%,0,0.00%,0,0.00%,1,2.63%,0,0.00%,0,0.00%,1,2.63%,8,21.05%,0,0.00%,0,0.00%,0,0.00%,38
C08S21A33E1B1AVUAPP1987,60,409,,5,0,C08S21A33E1B1AVUAPP1987,0,0.00%,0,,0.00%,3,5.45%,0,,0.00%,0,0.00%,0,0.00%,0,0.00%,3,5.45%,14,25.45%,0,0.00%,3,5.45%,0,0.00%,0,0.00%,10,18.18%,0,0.00%,0,0.00%,2,3.64%,20,36.36%,0,0.00%,0,0.00%,0,0.00%,55
C08S21A33E1B1AVUAPP1988,0,0,,0,0,C08S21A33E1B1AVUAPP1988,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C08S21A33E1B1AVUAPP1989,237,"1,338",,11,0,C08S21A33E1B1AVUAPP1989,3,1.33%,0,,0.00%,23,10.18%,1,,0.44%,0,0.00%,0,0.00%,0,0.00%,3,1.33%,51,22.57%,0,0.00%,7,3.10%,0,0.00%,2,0.88%,41,18.14%,0,0.00%,0,0.00%,2,0.88%,91,40.27%,2,0.88%,0,0.00%,0,0.00%,226
C08S21A33E1B1AVUAPP1990,83,526,,7,0,C08S21A33E1B1AVUAPP1990,0,0.00%,0,,0.00%,6,7.89%,0,,0.00%,1,1.32%,0,0.00%,0,0.00%,2,2.63%,23,30.26%,0,0.00%,4,5.26%,0,0.00%,0,0.00%,9,11.84%,0,0.00%,0,0.00%,3,3.95%,27,35.53%,1,1.32%,0,0.00%,0,0.00%,76
C08S21A33E1B1AVUAPP1991,56,427,,1,0,C08S21A33E1B1AVUAPP1991,0,0.00%,0,,0.00%,9,16.36%,0,,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,12,21.82%,0,0.00%,3,5.45%,0,0.00%,0,0.00%,5,9.09%,0,0.00%,0,0.00%,2,3.64%,21,38.18%,3,5.45%,0,0.00%,0,0.00%,55
C08S21A33E1B1AVUAPP1992,27,222,,0,0,C08S21A33E1B1AVUAPP1992,0,0.00%,0,,0.00%,0,0.00%,0,,0.00%,0,0.00%,0,0.00%,0,0.00%,2,7.41%,7,25.93%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,3,11.11%,0,0.00%,0,0.00%,1,3.70%,13,48.15%,1,3.70%,0,0.00%,0,0.00%,27
C08S21A33E1B1AVUAPP1993,55,408,,1,0,C08S21A33E1B1AVUAPP1993,0,0.00%,0,,0.00%,4,7.41%,0,,0.00%,0,0.00%,0,0.00%,0,0.00%,2,3.70%,17,31.48%,0,0.00%,5,9.26%,0,0.00%,0,0.00%,9,16.67%,0,0.00%,0,0.00%,2,3.70%,15,27.78%,0,0.00%,0,0.00%,0,0.00%,54
C08S21A33E1B1AVUAPP1994,36,321,,0,0,C08S21A33E1B1AVUAPP1994,0,0.00%,0,,0.00%,3,8.33%,0,,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,7,19.44%,0,0.00%,1,2.78%,0,0.00%,0,0.00%,4,11.11%,0,0.00%,0,0.00%,3,8.33%,17,47.22%,1,2.78%,0,0.00%,0,0.00%,36
C08S21A33E1B1AVUAPP1995,158,968,,6,0,C08S21A33E1B1AVUAPP1995,0,0.00%,1,,0.66%,14,9.21%,0,,0.00%,2,1.32%,1,0.66%,0,0.00%,4,2.63%,52,34.21%,0,0.00%,2,1.32%,1,0.66%,0,0.00%,14,9.21%,0,0.00%,1,0.66%,8,5.26%,51,33.55%,1,0.66%,0,0.00%,0,0.00%,152
C08S21A33E1B1AVUAPP1996,0,7,,0,0,C08S21A33E1B1AVUAPP1996,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C08S16A33E1B1AVUUNI1997,47,404,,2,0,C08S16A33E1B1AVUUNI1997,0,0.00%,0,,0.00%,7,15.56%,0,,0.00%,1,2.22%,0,0.00%,0,0.00%,1,2.22%,13,28.89%,0,0.00%,2,4.44%,0,0.00%,0,0.00%,6,13.33%,0,0.00%,0,0.00%,5,11.11%,10,22.22%,0,0.00%,0,0.00%,0,0.00%,45
C31S23A40E4B3RDULOM1998,4,0,,****,****,C31S23A40E4B3RDULOM1998,****,****,****,,****,****,****,****,,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****
C31S23A40E4B3RDULOM1999,162,646,,6,0,C31S23A40E4B3RDULOM1999,0,0.00%,0,,0.00%,12,7.69%,0,,0.00%,1,0.64%,0,0.00%,0,0.00%,6,3.85%,69,44.23%,0,0.00%,4,2.56%,0,0.00%,0,0.00%,13,8.33%,0,0.00%,0,0.00%,4,2.56%,45,28.85%,1,0.64%,1,0.64%,0,0.00%,156
C31S23A40E4B3RDURE12000,1,23,,****,****,C31S23A40E4B3RDURE12000,****,****,****,,****,****,****,****,,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****
C31S23A40E4B3RDUUNI2001,53,250,,0,0,C31S23A40E4B3RDUUNI2001,0,0.00%,0,,0.00%,8,15.09%,0,,0.00%,0,0.00%,0,0.00%,0,0.00%,2,3.77%,14,26.42%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,9,16.98%,0,0.00%,0,0.00%,5,9.43%,15,28.30%,0,0.00%,0,0.00%,0,0.00%,53
C31S23A40E4B3RDURE22002,147,669,,7,0,C31S23A40E4B3RDURE22002,0,0.00%,0,,0.00%,13,9.29%,0,,0.00%,2,1.43%,0,0.00%,0,0.00%,1,0.71%,44,31.43%,1,0.71%,4,2.86%,0,0.00%,0,0.00%,16,11.43%,0,0.00%,0,0.00%,3,2.14%,53,37.86%,2,1.43%,1,0.71%,0,0.00%,140
C31S23A40E4B3RDURE42003,84,396,,5,2,C31S23A40E4B3RDURE42003,1,1.30%,0,,0.00%,8,10.39%,0,,0.00%,0,0.00%,0,0.00%,0,0.00%,1,1.30%,31,40.26%,0,0.00%,2,2.60%,0,0.00%,0,0.00%,9,11.69%,0,0.00%,0,0.00%,1,1.30%,22,28.57%,2,2.60%,0,0.00%,0,0.00%,77
C31S23A40E4B3RDURE42004,165,560,,5,0,C31S23A40E4B3RDURE42004,0,0.00%,0,,0.00%,33,20.63%,0,,0.00%,0,0.00%,0,0.00%,2,1.25%,2,1.25%,63,39.38%,0,0.00%,2,1.25%,0,0.00%,0,0.00%,7,4.38%,0,0.00%,0,0.00%,8,5.00%,42,26.25%,1,0.63%,0,0.00%,0,0.00%,160
C31S23A40E4B3RDURE22005,136,779,,2,0,C31S23A40E4B3RDURE22005,2,1.49%,0,,0.00%,11,8.21%,0,,0.00%,0,0.00%,1,0.75%,0,0.00%,1,0.75%,74,55.22%,0,0.00%,1,0.75%,0,0.00%,0,0.00%,7,5.22%,0,0.00%,0,0.00%,7,5.22%,29,21.64%,0,0.00%,1,0.75%,0,0.00%,134
C31S23A40E4B3RDURE12006,274,790,,4,0,C31S23A40E4B3RDURE12006,0,0.00%,1,,0.37%,43,15.93%,1,,0.37%,0,0.00%,0,0.00%,0,0.00%,4,1.48%,125,46.30%,0,0.00%,1,0.37%,0,0.00%,0,0.00%,22,8.15%,0,0.00%,0,0.00%,9,3.33%,62,22.96%,2,0.74%,0,0.00%,0,0.00%,270
C31S23A40E4B3RDURE42007,43,162,,0,0,C31S23A40E4B3RDURE42007,0,0.00%,0,,0.00%,9,20.93%,0,,0.00%,1,2.33%,0,0.00%,0,0.00%,1,2.33%,26,60.47%,0,0.00%,1,2.33%,0,0.00%,0,0.00%,2,4.65%,0,0.00%,0,0.00%,0,0.00%,3,6.98%,0,0.00%,0,0.00%,0,0.00%,43
C31S23A40E4B3RDURE42008,0,0,,0,0,C31S23A40E4B3RDURE42008,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C31S23A40E4B3RDUUNI2009,58,321,,2,0,C31S23A40E4B3RDUUNI2009,1,1.79%,0,,0.00%,3,5.36%,0,,0.00%,0,0.00%,0,0.00%,0,0.00%,4,7.14%,24,42.86%,0,0.00%,1,1.79%,0,0.00%,0,0.00%,6,10.71%,0,0.00%,0,0.00%,1,1.79%,15,26.79%,0,0.00%,1,1.79%,0,0.00%,56
C31S23A40E4B3RDURE32010,0,0,,0,0,C31S23A40E4B3RDURE32010,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C31S23A40E4B3RDURE32011,2,3,,****,****,C31S23A40E4B3RDURE32011,****,****,****,,****,****,****,****,,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****
C31S23A40E4B3RDURE32012,0,0,,0,0,C31S23A40E4B3RDURE32012,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C31S23A40E4B3RDURE32013,0,1,,0,0,C31S23A40E4B3RDURE32013,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C08S21A33E1B1HPUHE12014,66,479,,0,0,C08S21A33E1B1HPUHE12014,1,1.52%,0,,0.00%,5,7.58%,0,,0.00%,1,1.52%,0,0.00%,0,0.00%,1,1.52%,28,42.42%,0,0.00%,1,1.52%,0,0.00%,0,0.00%,7,10.61%,0,0.00%,1,1.52%,0,0.00%,21,31.82%,0,0.00%,0,0.00%,0,0.00%,66
C08S21A33E1B1HPUHE12015,33,234,,1,0,C08S21A33E1B1HPUHE12015,0,0.00%,0,,0.00%,0,0.00%,0,,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,18,56.25%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,6,18.75%,0,0.00%,0,0.00%,0,0.00%,8,25.00%,0,0.00%,0,0.00%,0,0.00%,32
C08S21A33E1B1HPUHE12016,90,840,,0,1,C08S21A33E1B1HPUHE12016,1,1.12%,0,,0.00%,2,2.25%,0,,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,47,52.81%,0,0.00%,0,0.00%,0,0.00%,1,1.12%,8,8.99%,0,0.00%,0,0.00%,7,7.87%,23,25.84%,0,0.00%,0,0.00%,0,0.00%,89
C08S21A33E1B1HPUHE42017,37,225,,2,0,C08S21A33E1B1HPUHE42017,0,0.00%,0,,0.00%,4,11.43%,0,,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,16,45.71%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,2,5.71%,0,0.00%,0,0.00%,0,0.00%,13,37.14%,0,0.00%,0,0.00%,0,0.00%,35
C08S21A33E1B1HPUHE12018,9,0,,1,0,C08S21A33E1B1HPUHE12018,0,0.00%,0,,0.00%,0,0.00%,0,,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,5,62.50%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,3,37.50%,0,0.00%,0,0.00%,0,0.00%,8
C08S21A33E1B1HPUHE52019,1,0,,****,****,C08S21A33E1B1HPUHE52019,****,****,****,,****,****,****,****,,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****
C08S21A33E1B1HPUHE12020,102,732,,7,0,C08S21A33E1B1HPUHE12020,0,0.00%,0,,0.00%,8,8.42%,0,,0.00%,1,1.05%,1,1.05%,0,0.00%,1,1.05%,43,45.26%,0,0.00%,3,3.16%,0,0.00%,0,0.00%,9,9.47%,0,0.00%,0,0.00%,4,4.21%,24,25.26%,1,1.05%,0,0.00%,0,0.00%,95
C08S21A33E1B1HPUUNI2021,51,425,,4,0,C08S21A33E1B1HPUUNI2021,0,0.00%,0,,0.00%,3,6.38%,0,,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,11,23.40%,1,2.13%,1,2.13%,0,0.00%,0,0.00%,7,14.89%,0,0.00%,0,0.00%,8,17.02%,16,34.04%,0,0.00%,0,0.00%,0,0.00%,47
C08S21A33E1B1HPUUNI2022,4,59,,****,****,C08S21A33E1B1HPUUNI2022,****,****,****,,****,****,****,****,,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****
C08S21A33E1B1HPUHE22023,0,0,,0,0,C08S21A33E1B1HPUHE22023,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C08S21A33E1B1HPUHE22024,1,0,,****,****,C08S21A33E1B1HPUHE22024,****,****,****,,****,****,****,****,,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****
C08S21A33E1B1HPUHE42025,1,0,,****,****,C08S21A33E1B1HPUHE42025,****,****,****,,****,****,****,****,,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****
C08S21A33E1B1HPUHE42026,25,185,,3,0,C08S21A33E1B1HPUHE42026,0,0.00%,0,,0.00%,3,13.64%,0,,0.00%,1,4.55%,0,0.00%,0,0.00%,0,0.00%,6,27.27%,1,4.55%,0,0.00%,0,0.00%,1,4.55%,1,4.55%,0,0.00%,0,0.00%,2,9.09%,7,31.82%,0,0.00%,0,0.00%,0,0.00%,22
C08S21A33E1B1HPUHE42027,57,307,,0,1,C08S21A33E1B1HPUHE42027,0,0.00%,0,,0.00%,6,10.71%,0,,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,20,35.71%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,14,25.00%,0,0.00%,0,0.00%,3,5.36%,12,21.43%,1,1.79%,0,0.00%,0,0.00%,56
C08S21A33E1B1HPUHE42028,33,273,,2,0,C08S21A33E1B1HPUHE42028,0,0.00%,0,,0.00%,0,0.00%,0,,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,20,64.52%,0,0.00%,0,0.00%,0,0.00%,1,3.23%,3,9.68%,0,0.00%,1,3.23%,0,0.00%,5,16.13%,1,3.23%,0,0.00%,0,0.00%,31
C08S21A33E1B1HPUHE52029,17,77,,2,0,C08S21A33E1B1HPUHE52029,0,0.00%,0,,0.00%,1,6.67%,0,,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,2,13.33%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,2,13.33%,0,0.00%,0,0.00%,0,0.00%,10,66.67%,0,0.00%,0,0.00%,0,0.00%,15
C08S21A33E1B1HPUHE52030,20,165,,1,0,C08S21A33E1B1HPUHE52030,0,0.00%,0,,0.00%,1,5.26%,0,,0.00%,0,0.00%,1,5.26%,0,0.00%,2,10.53%,4,21.05%,0,0.00%,1,5.26%,0,0.00%,1,5.26%,1,5.26%,0,0.00%,0,0.00%,0,0.00%,8,42.11%,0,0.00%,0,0.00%,0,0.00%,19
C08S21A33E1B1HPUHE42031,60,521,,0,0,C08S21A33E1B1HPUHE42031,0,0.00%,0,,0.00%,0,0.00%,0,,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,28,46.67%,1,1.67%,0,0.00%,1,1.67%,1,1.67%,13,21.67%,0,0.00%,0,0.00%,1,1.67%,14,23.33%,1,1.67%,0,0.00%,0,0.00%,60
C08S21A33E1B1HPUHE52032,6,49,,0,0,C08S21A33E1B1HPUHE52032,0,0.00%,0,,0.00%,0,0.00%,0,,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,5,83.33%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,1,16.67%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,6
C08S21A33E1B1HPUHE32033,148,"1,106",,6,0,C08S21A33E1B1HPUHE32033,1,0.70%,0,,0.00%,9,6.34%,0,,0.00%,0,0.00%,1,0.70%,0,0.00%,1,0.70%,52,36.62%,0,0.00%,1,0.70%,0,0.00%,0,0.00%,21,14.79%,0,0.00%,0,0.00%,6,4.23%,48,33.80%,2,1.41%,0,0.00%,0,0.00%,142
C08S21A33E1B1HPUHE52034,14,119,,0,0,C08S21A33E1B1HPUHE52034,1,7.14%,0,,0.00%,1,7.14%,0,,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,6,42.86%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,2,14.29%,0,0.00%,0,0.00%,0,0.00%,4,28.57%,0,0.00%,0,0.00%,0,0.00%,14
C08S21A33E1B1HPUHE52035,0,0,,0,0,C08S21A33E1B1HPUHE52035,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C08S23A33E1B1HPUUNI2036,0,0,,0,0,C08S23A33E1B1HPUUNI2036,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C08S21A33E1B1HPUHE52037,0,0,,0,0,C08S21A33E1B1HPUHE52037,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C08S23A33E1B1HPUUNI2038,0,0,,0,0,C08S23A33E1B1HPUUNI2038,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C08S23A33E1B1HPUUNI2039,0,0,,0,0,C08S23A33E1B1HPUUNI2039,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C08S23A40E1B2HPUUNI2040,0,0,,0,0,C08S23A40E1B2HPUUNI2040,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C08S21A33E1B1VUHVIC2041,1,5,,****,****,C08S21A33E1B1VUHVIC2041,****,****,****,,****,****,****,****,,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****
C08S21A33E1B1VUHVIC2042,0,0,,0,0,C08S21A33E1B1VUHVIC2042,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C08S21A33E1B1VUHVIC2043,0,0,,0,0,C08S21A33E1B1VUHVIC2043,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C08S21A33E1B1VUHVIC2044,0,0,,0,0,C08S21A33E1B1VUHVIC2044,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C08S21A33E1B1VUHVIC2045,0,0,,0,0,C08S21A33E1B1VUHVIC2045,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C08S21A33E1B1VUHVIC2046,0,0,,0,0,C08S21A33E1B1VUHVIC2046,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C08S21A33E1B1AVUAPP2047,0,0,,0,0,C08S21A33E1B1AVUAPP2047,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C08S21A33E1B1VUHVIC2048,0,0,,0,0,C08S21A33E1B1VUHVIC2048,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
