,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEMOCRATIC  - PRESIDENTIAL PREFERENCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Precinct,Party Registration,Ballots Cast,Turnout (%),JULIÁN CASTRO,MICHAEL A. ELLINGER,ELIZABETH WARREN,MARIANNE WILLIAMSON,ANDREW YANG,"ROQUE ""ROCKY"" DE LA FUENTE III",JOHN K. DELANEY,AMY KLOBUCHAR,BERNIE SANDERS,JOE SESTAK,TOM STEYER,DEVAL PATRICK,MICHAEL BENNET,MICHAEL R. BLOOMBERG,MOSIE BOYD,CORY BOOKER,PETE BUTTIGIEG,JOSEPH R. BIDEN,TULSI GABBARD,MARK STEWART GREENSTEIN,TOTAL VOTES,"QUALIFIED WRITE-INS:
NAKIA L. ANTHONY",DAPHNE DENISE BRADFORD,WILLIE FELIX CARTER,"MICHAEL DENAME 
",JEFFREY H. DROBMAN,ROBERT JORDAN,HEATHER MARIE STAGG
Total,117,79,67.5213675213675%,0,0,9,0,0,0,0,0,63,0,0,0,0,0,0,0,0,7,0,0,79,0,0,0,0,0,0,0
3017  MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Election Day,35,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vote by Mail,35,9,25.7142857142857%,0,0,2,0,0,0,0,0,3,1,0,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0
Canvass,35,17,48.5714285714286%,0,0,1,0,0,0,0,1,10,0,1,0,0,0,0,0,1,3,0,0,17,0,0,0,0,0,0,0
Total,35,26,74.2857142857143%,0,0,3,0,0,0,0,1,13,1,1,0,0,0,0,0,4,3,0,0,26,0,0,0,0,0,0,0
3021  MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Election Day,45,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vote by Mail,45,8,17.7777777777778%,0,0,1,0,0,0,0,1,2,0,1,0,0,1,0,0,0,1,0,0,7,0,0,0,0,0,0,0
Canvass,45,16,35.5555555555556%,0,0,0,0,0,0,0,0,10,0,0,0,0,2,0,0,0,4,0,0,16,0,0,0,0,0,0,0
Total,45,24,53.3333333333333%,0,0,1,0,0,0,0,1,12,0,1,0,0,3,0,0,0,5,0,0,23,0,0,0,0,0,0,0
3024  MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Election Day,12,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vote by Mail,12,2,16.6666666666667%,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0
Canvass,12,8,66.6666666666667%,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0
Total,12,10,83.3333333333333%,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,8,0,0,0,0,0,0,0
3102  MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Election Day,62,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vote by Mail,62,14,22.5806451612903%,0,0,1,0,0,0,0,3,8,0,0,0,0,1,0,0,0,1,0,0,14,0,0,0,0,0,0,0
Canvass,62,36,58.0645161290323%,0,0,9,0,0,0,0,0,20,0,1,0,0,2,0,0,0,3,0,0,35,0,0,0,0,0,0,0
Total,62,50,80.6451612903226%,0,0,10,0,0,0,0,3,28,0,1,0,0,3,0,0,0,4,0,0,49,0,0,0,0,0,0,0
3103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Election Day,1123,127,11.3089937666963%,0,0,19,0,1,0,0,0,40,0,1,0,0,11,0,0,1,53,0,0,126,0,0,0,0,0,0,0
Vote by Mail,1123,419,37.3107747105966%,0,1,61,0,3,0,0,36,87,0,17,0,1,94,0,0,53,56,2,0,411,0,0,0,0,0,0,0
Canvass,1123,465,41.406945681211%,1,1,72,0,0,0,1,15,166,0,4,0,0,52,0,0,12,131,4,0,459,0,0,0,0,0,0,0
Total,1123,1011,90.026714158504%,1,2,152,0,4,0,1,51,293,0,22,0,1,157,0,0,66,240,6,0,996,0,0,0,0,0,0,0
3104  MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Election Day,25,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vote by Mail,25,7,28%,0,0,1,0,0,0,0,0,2,0,1,0,0,2,0,0,0,1,0,0,7,0,0,0,0,0,0,0
Canvass,25,8,32%,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,0
Total,25,15,60%,0,0,2,0,0,0,0,0,7,0,1,0,0,2,0,0,0,2,0,0,14,0,0,0,0,0,0,0
3105  MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Election Day,129,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vote by Mail,129,54,41.8604651162791%,0,0,6,0,1,0,0,6,12,0,6,0,0,10,0,0,4,7,0,0,52,0,0,0,0,0,0,0
Canvass,129,66,51.1627906976744%,0,0,15,0,1,0,0,1,15,0,2,0,0,7,0,0,2,23,0,0,66,0,0,0,0,0,0,0
Total,129,120,93.0232558139535%,0,0,21,0,2,0,0,7,27,0,8,0,0,17,0,0,6,30,0,0,118,0,0,0,0,0,0,0
3110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Election Day,627,93,14.8325358851675%,0,0,8,0,0,0,0,0,52,0,0,0,0,6,0,0,0,26,0,0,92,0,0,0,0,0,0,0
Vote by Mail,627,135,21.5311004784689%,0,0,23,0,2,0,0,7,42,0,5,0,0,25,0,0,16,12,2,0,134,0,0,0,0,0,0,0
Canvass,627,229,36.5231259968102%,0,0,36,0,3,1,0,4,110,0,5,0,0,15,0,0,2,52,0,0,228,0,0,0,0,0,0,0
Total,627,457,72.8867623604466%,0,0,67,0,5,1,0,11,204,0,10,0,0,46,0,0,18,90,2,0,454,0,0,0,0,0,0,0
3111  MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Election Day,18,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vote by Mail,18,7,38.8888888888889%,0,0,1,0,0,0,0,0,1,0,1,0,0,2,0,0,0,2,0,0,7,0,0,0,0,0,0,0
Canvass,18,6,33.3333333333333%,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0
Total,18,13,72.2222222222222%,0,0,3,0,0,0,0,0,2,0,1,0,0,2,0,0,0,5,0,0,13,0,0,0,0,0,0,0
3113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Election Day,595,60,10.0840336134454%,0,0,8,0,0,0,0,0,34,0,0,0,1,1,0,0,0,15,1,0,60,0,0,0,0,0,0,0
Vote by Mail,595,122,20.5042016806723%,0,0,14,0,0,0,0,3,40,0,6,0,1,23,0,0,9,25,0,0,121,0,0,0,0,0,0,0
Canvass,595,185,31.0924369747899%,1,0,22,1,1,0,0,0,121,0,3,0,2,12,0,0,5,17,0,0,185,0,0,0,0,0,0,0
Total,595,367,61.6806722689076%,1,0,44,1,1,0,0,3,195,0,9,0,4,36,0,0,14,57,1,0,366,0,0,0,0,0,0,0
3114  MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Election Day,1,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vote by Mail,1,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Canvass,1,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Total,1,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3117  MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Election Day,110,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vote by Mail,110,39,35.4545454545455%,0,0,1,0,0,0,0,6,14,0,2,0,0,9,0,0,2,5,0,0,39,0,0,0,0,0,0,0
Canvass,110,55,50%,0,0,10,0,0,0,0,1,14,0,0,0,0,6,0,0,0,24,0,0,55,0,0,0,0,0,0,0
Total,110,94,85.4545454545455%,0,0,11,0,0,0,0,7,28,0,2,0,0,15,0,0,2,29,0,0,94,0,0,0,0,0,0,0
3118  MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Election Day,11,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vote by Mail,11,3,27.2727272727273%,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0
Canvass,11,3,27.2727272727273%,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0
Total,11,6,54.5454545454545%,0,0,0,0,0,0,0,0,3,0,1,0,0,1,0,0,0,1,0,0,6,0,0,0,0,0,0,0
3119  MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Election Day,105,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vote by Mail,105,50,47.6190476190476%,0,0,3,0,1,0,0,7,7,0,0,0,0,19,0,0,9,3,0,0,49,0,0,0,0,0,0,0
Canvass,105,43,40.952380952381%,0,0,3,0,0,0,0,2,9,0,0,0,0,2,0,0,0,27,0,0,43,0,0,0,0,0,0,0
Total,105,93,88.5714285714286%,0,0,6,0,1,0,0,9,16,0,0,0,0,21,0,0,9,30,0,0,92,0,0,0,0,0,0,0
3121  MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Election Day,53,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vote by Mail,53,21,39.622641509434%,0,0,5,0,1,0,0,6,0,0,0,0,0,5,0,0,2,2,0,0,21,0,0,0,0,0,0,0
Canvass,53,33,62.2641509433962%,0,0,5,0,0,0,0,2,9,0,1,0,0,2,0,0,1,13,0,0,33,0,0,0,0,0,0,0
Total,53,54,101.88679245283%,0,0,10,0,1,0,0,8,9,0,1,0,0,7,0,0,3,15,0,0,54,0,0,0,0,0,0,0
3123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Election Day,296,45,15.2027027027027%,0,0,6,0,1,1,0,0,21,0,0,0,0,3,0,0,1,11,0,0,44,0,0,0,0,0,0,0
Vote by Mail,296,79,26.6891891891892%,0,0,14,0,0,0,0,3,29,0,2,0,0,10,0,0,10,10,0,0,78,0,0,0,0,0,0,0
Canvass,296,109,36.8243243243243%,0,0,24,1,1,0,0,0,58,0,1,0,0,5,0,0,1,16,0,0,107,0,0,0,0,0,0,0
Total,296,233,78.7162162162162%,0,0,44,1,2,1,0,3,108,0,3,0,0,18,0,0,12,37,0,0,229,0,0,0,0,0,0,0
3125  MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Election Day,123,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vote by Mail,123,62,50.4065040650407%,0,0,15,0,0,0,0,9,9,0,2,0,0,12,0,0,5,7,0,0,59,0,0,0,0,0,0,0
Canvass,123,62,50.4065040650407%,0,0,9,0,0,0,0,3,12,0,0,0,0,10,0,0,1,27,0,0,62,0,0,0,0,0,0,0
Total,123,124,100.813008130081%,0,0,24,0,0,0,0,12,21,0,2,0,0,22,0,0,6,34,0,0,121,0,0,0,0,0,0,0
3126  MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Election Day,151,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vote by Mail,151,47,31.1258278145695%,0,0,6,0,0,0,0,13,6,0,1,0,1,8,0,0,7,5,0,0,47,0,0,0,0,0,0,0
Canvass,151,77,50.9933774834437%,0,0,11,1,0,0,0,3,21,0,2,0,0,8,0,0,2,27,0,0,75,0,0,0,0,0,0,0
Total,151,124,82.1192052980132%,0,0,17,1,0,0,0,16,27,0,3,0,1,16,0,0,9,32,0,0,122,0,0,0,0,0,0,0
3127  MB,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Election Day,40,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vote by Mail,40,28,70%,0,0,0,0,0,0,0,5,2,0,1,0,0,10,0,0,2,7,0,0,27,0,0,0,0,0,0,0
Canvass,40,14,35%,0,0,2,0,0,0,0,1,3,0,0,0,0,5,0,0,0,3,0,0,14,0,0,0,0,0,0,0
Total,40,42,105%,0,0,2,0,0,0,0,6,5,0,1,0,0,15,0,0,2,10,0,0,41,0,0,0,0,0,0,0
3128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Election Day,1311,249,18.9931350114416%,0,0,46,0,1,0,0,1,87,0,2,0,0,16,0,0,0,93,1,0,247,0,0,0,0,0,0,0
Vote by Mail,1311,413,31.5026697177727%,0,0,73,0,5,0,0,24,120,0,11,0,0,79,0,0,55,38,2,0,407,0,0,0,0,0,0,0
Canvass,1311,607,46.3005339435545%,0,0,127,1,1,0,0,15,221,0,6,0,0,50,0,0,26,152,3,0,602,0,0,0,0,0,0,0
Total,1311,1269,96.7963386727689%,0,0,246,1,7,0,0,40,428,0,19,0,0,145,0,0,81,283,6,0,1256,0,0,0,0,0,0,0
3130  MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Election Day,14,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vote by Mail,14,4,28.5714285714286%,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,4,0,0,0,0,0,0,0
Canvass,14,6,42.8571428571429%,0,0,1,0,0,0,0,0,3,0,0,0,0,1,0,0,0,1,0,0,6,0,0,0,0,0,0,0
Total,14,10,71.4285714285714%,0,0,2,0,0,0,0,0,4,0,0,0,0,2,0,0,0,2,0,0,10,0,0,0,0,0,0,0
3133  MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Election Day,119,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vote by Mail,119,18,15.1260504201681%,0,0,2,0,0,0,0,0,10,0,0,0,0,3,0,0,2,1,0,0,18,0,0,0,0,0,0,0
Canvass,119,44,36.9747899159664%,0,0,3,0,0,0,0,0,34,0,0,0,0,3,0,0,0,4,0,0,44,0,0,0,0,0,0,0
Total,119,62,52.1008403361345%,0,0,5,0,0,0,0,0,44,0,0,0,0,6,0,0,2,5,0,0,62,0,0,0,0,0,0,0
3137  MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Election Day,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vote by Mail,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Canvass,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Total,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3138  MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Election Day,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vote by Mail,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Canvass,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Total,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3139  MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Election Day,78,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vote by Mail,78,43,55.1282051282051%,0,0,10,1,0,0,1,4,0,0,0,0,0,19,0,0,3,3,0,0,41,0,0,0,0,0,0,0
Canvass,78,33,42.3076923076923%,0,0,4,0,0,0,0,1,10,0,0,0,0,3,0,0,1,14,0,0,33,0,0,0,0,0,0,0
Total,78,76,97.4358974358974%,0,0,14,1,0,0,1,5,10,0,0,0,0,22,0,0,4,17,0,0,74,0,0,0,0,0,0,0
3140  MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Election Day,71,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vote by Mail,71,33,46.4788732394366%,0,0,4,0,1,0,0,2,1,0,1,0,0,8,0,0,8,5,2,0,32,0,0,0,0,0,0,0
Canvass,71,38,53.5211267605634%,0,0,2,0,0,0,0,0,6,0,0,0,0,5,0,0,2,23,0,0,38,0,0,0,0,0,0,0
Total,71,71,100%,0,0,6,0,1,0,0,2,7,0,1,0,0,13,0,0,10,28,2,0,70,0,0,0,0,0,0,0
3141  MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Election Day,109,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vote by Mail,109,54,49.5412844036697%,0,0,6,0,0,0,0,1,5,0,2,0,0,15,0,0,10,14,0,0,53,0,0,0,0,0,0,0
Canvass,109,45,41.2844036697248%,0,0,8,0,0,0,0,0,7,0,0,0,0,17,0,0,5,7,0,0,44,0,0,0,0,0,0,0
Total,109,99,90.8256880733945%,0,0,14,0,0,0,0,1,12,0,2,0,0,32,0,0,15,21,0,0,97,0,0,0,0,0,0,0
3142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Election Day,1093,163,14.9130832570906%,0,0,16,0,0,0,0,2,75,1,0,0,0,7,0,0,2,54,3,0,160,0,0,0,0,0,0,0
Vote by Mail,1093,277,25.3430924062214%,0,0,28,0,5,0,0,16,77,1,26,0,0,51,1,0,29,37,3,0,274,0,0,0,0,0,0,0
Canvass,1093,399,36.5050320219579%,0,0,46,1,1,0,0,11,191,0,8,0,0,31,0,0,8,95,3,0,395,0,0,0,0,0,0,0
Total,1093,839,76.7612076852699%,0,0,90,1,6,0,0,29,343,2,34,0,0,89,1,0,39,186,9,0,829,0,0,0,0,0,0,0
3143  MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Election Day,87,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vote by Mail,87,27,31.0344827586207%,0,0,11,0,0,0,0,1,6,0,0,0,0,3,0,0,1,5,0,0,27,0,0,0,0,0,0,0
Canvass,87,49,56.3218390804598%,0,0,10,1,0,0,0,1,13,0,0,0,0,10,0,0,1,13,0,0,49,0,0,0,0,0,0,0
Total,87,76,87.3563218390805%,0,0,21,1,0,0,0,2,19,0,0,0,0,13,0,0,2,18,0,0,76,0,0,0,0,0,0,0
3146  MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Election Day,117,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vote by Mail,117,45,38.4615384615385%,0,0,5,0,0,0,0,3,7,0,4,0,0,13,0,0,7,5,1,0,45,0,0,0,0,0,0,0
Canvass,117,54,46.1538461538462%,0,0,2,0,0,0,0,2,17,0,0,0,0,2,0,0,2,28,0,0,53,0,0,0,0,0,0,0
Total,117,99,84.6153846153846%,0,0,7,0,0,0,0,5,24,0,4,0,0,15,0,0,9,33,1,0,98,0,0,0,0,0,0,0
3147  MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Election Day,132,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vote by Mail,132,47,35.6060606060606%,0,0,7,0,0,0,0,5,13,0,0,0,0,10,0,0,7,5,0,0,47,0,0,0,0,0,0,0
Canvass,132,78,59.0909090909091%,0,0,20,0,0,0,0,2,26,0,0,0,0,5,0,0,0,25,0,0,78,0,0,0,0,0,0,0
Total,132,125,94.6969696969697%,0,0,27,0,0,0,0,7,39,0,0,0,0,15,0,0,7,30,0,0,125,0,0,0,0,0,0,0
3148  MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Election Day,138,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vote by Mail,138,62,44.9275362318841%,0,0,4,0,1,0,0,2,12,0,1,0,0,18,0,0,13,8,3,0,62,0,0,0,0,0,0,0
Canvass,138,81,58.6956521739131%,0,0,7,0,1,0,0,3,11,0,1,0,0,18,0,0,8,30,0,0,79,0,0,0,0,0,0,0
Total,138,143,103.623188405797%,0,0,11,0,2,0,0,5,23,0,2,0,0,36,0,0,21,38,3,0,141,0,0,0,0,0,0,0
3149  MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Election Day,85,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vote by Mail,85,33,38.8235294117647%,0,0,4,0,0,0,0,5,7,0,2,0,0,11,0,0,2,2,0,0,33,0,0,0,0,0,0,0
Canvass,85,41,48.2352941176471%,0,0,6,0,0,0,0,2,11,0,0,0,0,3,0,0,1,18,0,0,41,0,0,0,0,0,0,0
Total,85,74,87.0588235294118%,0,0,10,0,0,0,0,7,18,0,2,0,0,14,0,0,3,20,0,0,74,0,0,0,0,0,0,0
3150 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Election Day,89,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vote by Mail,89,26,29.2134831460674%,0,0,3,0,0,0,0,3,6,0,0,0,0,2,0,0,4,6,1,0,25,0,0,0,0,0,0,0
Canvass,89,58,65.1685393258427%,0,0,11,0,0,0,0,0,13,0,0,0,0,6,0,0,1,27,0,0,58,0,0,0,0,0,0,0
Total,89,84,94.3820224719101%,0,0,14,0,0,0,0,3,19,0,0,0,0,8,0,0,5,33,1,0,83,0,0,0,0,0,0,0
3151  MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Election Day,87,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vote by Mail,87,36,41.3793103448276%,0,1,11,0,0,0,0,4,3,0,1,0,0,7,0,0,3,5,1,0,36,0,0,0,0,0,0,0
Canvass,87,44,50.5747126436782%,0,0,16,0,0,0,0,0,8,0,0,0,1,4,0,0,1,14,0,0,44,0,0,0,0,0,0,0
Total,87,80,91.9540229885057%,0,1,27,0,0,0,0,4,11,0,1,0,1,11,0,0,4,19,1,0,80,0,0,0,0,0,0,0
3152  MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Election Day,79,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vote by Mail,79,30,37.9746835443038%,0,0,4,1,0,0,0,2,7,0,0,0,0,5,0,0,2,6,0,0,27,0,0,0,0,0,0,0
Canvass,79,46,58.2278481012658%,0,0,15,0,0,0,0,2,12,0,0,0,0,1,0,0,4,11,1,0,46,0,0,0,0,0,0,0
Total,79,76,96.2025316455696%,0,0,19,1,0,0,0,4,19,0,0,0,0,6,0,0,6,17,1,0,73,0,0,0,0,0,0,0
3153  MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Election Day,115,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vote by Mail,115,55,47.8260869565217%,0,0,13,0,0,0,0,5,8,0,2,0,0,8,0,0,8,10,0,0,54,0,0,0,0,0,0,0
Canvass,115,64,55.6521739130435%,0,0,14,0,0,0,0,1,20,0,0,0,0,5,0,0,3,19,0,0,62,0,0,0,0,0,0,0
Total,115,119,103.478260869565%,0,0,27,0,0,0,0,6,28,0,2,0,0,13,0,0,11,29,0,0,116,0,0,0,0,0,0,0
3154  MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Election Day,3,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vote by Mail,3,2,66.6666666666667%,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0
Canvass,3,1,33.3333333333333%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Total,3,3,100%,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0
3155  MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Election Day,1,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vote by Mail,1,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Canvass,1,1,100%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Total,1,1,100%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
3156  MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Election Day,6,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vote by Mail,6,2,33.3333333333333%,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Canvass,6,4,66.6666666666667%,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0
Total,6,6,100%,0,0,0,0,0,0,0,1,1,0,1,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0
3157  MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Election Day,77,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vote by Mail,77,39,50.6493506493506%,0,0,9,0,0,0,0,2,5,0,0,0,0,9,0,0,5,8,0,0,38,0,0,0,0,0,0,0
Canvass,77,34,44.1558441558442%,0,0,6,0,0,0,0,1,8,0,0,0,0,6,0,0,1,11,0,0,33,0,0,0,0,0,0,0
Total,77,73,94.8051948051948%,0,0,15,0,0,0,0,3,13,0,0,0,0,15,0,0,6,19,0,0,71,0,0,0,0,0,0,0
3158  MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
