COUNTY OF LOS ANGELES,GENERAL ELECTION,11/08/2022,,,,,,,,
LOS ANGELES CITY GEN-MAYOR, , , , ,,,,,,
LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,KAREN RUTH BASS,RICK J CARUSO,
LOS ANGELES,9001757A,1460,484,N,2203,TOTAL,626,401,212, 
LOS ANGELES,9001758A,1461,12,N, ,POLLING PLACE,147,44,100, 
LOS ANGELES,9001758A,1461,12,N, ,VBM PORTION,505,262,227, 
LOS ANGELES,9001758A,1461,12,N,1802,TOTAL,652,306,327, 
LOS ANGELES,9001764A,1462,475,N, ,POLLING PLACE,223,158,61, 
LOS ANGELES,9001764A,1462,475,N, ,VBM PORTION,808,611,186, 
LOS ANGELES,9001764A,1462,475,N,2624,TOTAL,1031,769,247, 
LOS ANGELES,9001767A,1463,475,N, ,POLLING PLACE,150,102,47, 
LOS ANGELES,9001767A,1463,475,N, ,VBM PORTION,812,595,210, 
LOS ANGELES,9001767A,1463,475,N,2627,TOTAL,962,697,257, 
LOS ANGELES,9001768A,1464,475,N, ,POLLING PLACE,175,124,49, 
LOS ANGELES,9001768A,1464,475,N, ,VBM PORTION,586,423,154, 
LOS ANGELES,9001768A,1464,475,N,1868,TOTAL,761,547,203, 
LOS ANGELES,9001776A,1465,475,N, ,POLLING PLACE,145,101,42, 
LOS ANGELES,9001776A,1465,475,N, ,VBM PORTION,846,600,229, 
LOS ANGELES,9001776A,1465,475,N,2532,TOTAL,991,701,271, 
LOS ANGELES,9001779A,1466,475,N, ,POLLING PLACE,221,127,90, 
LOS ANGELES,9001779A,1466,475,N, ,VBM PORTION,614,399,207, 
LOS ANGELES,9001779A,1466,475,N,2548,TOTAL,835,526,297, 
LOS ANGELES,9001780A,7674,885,N, ,POLLING PLACE,31,20,11, 
LOS ANGELES,9001780A,7674,885,N, ,VBM PORTION,55,22,30, 
LOS ANGELES,9001780A,7674,885,N,725,TOTAL,86,42,41, 
LOS ANGELES,9001781B,1467,297,N, ,POLLING PLACE,193,90,98, 
LOS ANGELES,9001781B,1467,297,N, ,VBM PORTION,756,293,450, 
LOS ANGELES,9001781B,1467,297,N,2896,TOTAL,949,383,548, 
LOS ANGELES,9001782A,1468,475,N, ,POLLING PLACE,132,96,36, 
LOS ANGELES,9001782A,1468,475,N, ,VBM PORTION,499,344,143, 
LOS ANGELES,9001782A,1468,475,N,1518,TOTAL,631,440,179, 
LOS ANGELES,9001784A,1469,475,N, ,POLLING PLACE,242,188,53, 
LOS ANGELES,9001784A,1469,475,N, ,VBM PORTION,764,560,187, 
LOS ANGELES,9001784A,1469,475,N,2555,TOTAL,1006,748,240, 
LOS ANGELES,9001786A,1470,475,N, ,POLLING PLACE,240,172,65, 
LOS ANGELES,9001786A,1470,475,N, ,VBM PORTION,1090,862,212, 
LOS ANGELES,9001786A,1470,475,N,2778,TOTAL,1330,1034,277, 
LOS ANGELES,9001800A,1471,30,N, ,POLLING PLACE,162,59,98, 
LOS ANGELES,9001800A,1471,30,N, ,VBM PORTION,499,222,262, 
LOS ANGELES,9001800A,1471,30,N,2247,TOTAL,661,281,360, 
LOS ANGELES,9001804C,1472,283,N, ,POLLING PLACE,224,114,103, 
LOS ANGELES,9001804C,1472,283,N, ,VBM PORTION,590,343,232, 
LOS ANGELES,9001804C,1472,283,N,2234,TOTAL,814,457,335, 
LOS ANGELES,9001805A,1473,379,N, ,POLLING PLACE,330,82,242, 
LOS ANGELES,9001805A,1473,379,N, ,VBM PORTION,982,405,540, 
LOS ANGELES,9001805A,1473,379,N,2685,TOTAL,1312,487,782, 
LOS ANGELES,9001810A,1474,298,N, ,POLLING PLACE,269,166,94, 
LOS ANGELES,9001810A,1474,298,N, ,VBM PORTION,964,602,340, 
LOS ANGELES,9001810A,1474,298,N,3441,TOTAL,1233,768,434, 
LOS ANGELES,9001820D,7675,296,N, ,POLLING PLACE,20,17,3, 
LOS ANGELES,9001820D,7675,296,N, ,VBM PORTION,73,47,20, 
LOS ANGELES,9001820D,7675,296,N,221,TOTAL,93,64,23, 
LOS ANGELES,9001824A,1475,280,N, ,POLLING PLACE,405,218,178, 
LOS ANGELES,9001824A,1475,280,N, ,VBM PORTION,2268,1383,849, 
LOS ANGELES,9001824A,1475,280,N,3802,TOTAL,2673,1601,1027, 
LOS ANGELES,9001825B,1476,771,N, ,POLLING PLACE,275,100,170, 
LOS ANGELES,9001825B,1476,771,N, ,VBM PORTION,1027,500,500, 
LOS ANGELES,9001825B,1476,771,N,2782,TOTAL,1302,600,670, 
LOS ANGELES,9001827A,1477,931,N, ,POLLING PLACE,221,59,152, 
LOS ANGELES,9001827A,1477,931,N, ,VBM PORTION,699,280,392, 
LOS ANGELES,9001827A,1477,931,N,1741,TOTAL,920,339,544, 
LOS ANGELES,9001833A,1478,622,N, ,POLLING PLACE,277,176,96, 
LOS ANGELES,9001833A,1478,622,N, ,VBM PORTION,1439,1094,321, 
LOS ANGELES,9001833A,1478,622,N,2980,TOTAL,1716,1270,417, 
LOS ANGELES,9001842C,7676,298,N, ,POLLING PLACE,141,87,49, 
LOS ANGELES,9001842C,7676,298,N, ,VBM PORTION,425,277,138, 
LOS ANGELES,9001842C,7676,298,N,1471,TOTAL,566,364,187, 
LOS ANGELES,9001844A,7677,198,N, ,POLLING PLACE,67,43,23, 
LOS ANGELES,9001844A,7677,198,N, ,VBM PORTION,261,169,89, 
LOS ANGELES,9001844A,7677,198,N,845,TOTAL,328,212,112, 
LOS ANGELES,9001852A,7678,30,N, ,POLLING PLACE,76,32,41, 
LOS ANGELES,9001852A,7678,30,N, ,VBM PORTION,332,157,165, 
LOS ANGELES,9001852A,7678,30,N,1159,TOTAL,408,189,206, 
LOS ANGELES,9001862C,1479,298,N, ,POLLING PLACE,232,136,92, 
LOS ANGELES,9001862C,1479,298,N, ,VBM PORTION,835,546,277, 
LOS ANGELES,9001862C,1479,298,N,2517,TOTAL,1067,682,369, 
LOS ANGELES,9001870A,1480,9,N, ,POLLING PLACE,139,52,81, 
LOS ANGELES,9001870A,1480,9,N, ,VBM PORTION,632,256,364, 
LOS ANGELES,9001870A,1480,9,N,2161,TOTAL,771,308,445, 
LOS ANGELES,9001874A,7680,241,N, ,POLLING PLACE,107,45,59, 
LOS ANGELES,9001874A,7680,241,N, ,VBM PORTION,634,286,327, 
LOS ANGELES,9001874A,7680,241,N,1330,TOTAL,741,331,386, 
LOS ANGELES,9001883A,7681,241,N, ,POLLING PLACE,8,2,6, 
LOS ANGELES,9001883A,7681,241,N, ,VBM PORTION,63,30,33, 
LOS ANGELES,9001883A,7681,241,N,161,TOTAL,71,32,39, 
LOS ANGELES,9001884A,1481,240,N, ,POLLING PLACE,252,73,178, 
LOS ANGELES,9001884A,1481,240,N, ,VBM PORTION,1879,826,1018, 
LOS ANGELES,9001884A,1481,240,N,3175,TOTAL,2131,899,1196, 
LOS ANGELES,9001890B,1482,298,N, ,POLLING PLACE,361,199,148, 
LOS ANGELES,9001890B,1482,298,N, ,VBM PORTION,1560,1000,514, 
LOS ANGELES,9001890B,1482,298,N,4458,TOTAL,1921,1199,662, 
LOS ANGELES,9001893A,1483,777,N, ,POLLING PLACE,223,63,153, 
LOS ANGELES,9001893A,1483,777,N, ,VBM PORTION,857,408,416, 
LOS ANGELES,9001893A,1483,777,N,2687,TOTAL,1080,471,569, 
LOS ANGELES,9001895A,1484,298,N, ,POLLING PLACE,201,86,111, 
LOS ANGELES,9001895A,1484,298,N, ,VBM PORTION,639,315,311, 
LOS ANGELES,9001895A,1484,298,N,2682,TOTAL,840,401,422, 
LOS ANGELES,9001905A,1485,298,N, ,POLLING PLACE,226,111,107, 
LOS ANGELES,9001905A,1485,298,N, ,VBM PORTION,537,266,264, 
LOS ANGELES,9001905A,1485,298,N,2712,TOTAL,763,377,371, 
LOS ANGELES,9001907A,1486,9,N, ,POLLING PLACE,151,52,94, 
LOS ANGELES,9001907A,1486,9,N, ,VBM PORTION,529,259,253, 
LOS ANGELES,9001907A,1486,9,N,2713,TOTAL,680,311,347, 
LOS ANGELES,9001909A,1487,617,N, ,POLLING PLACE,197,88,106, 
LOS ANGELES,9001909A,1487,617,N, ,VBM PORTION,1028,618,382, 
LOS ANGELES,9001909A,1487,617,N,2038,TOTAL,1225,706,488, 
LOS ANGELES,9001911A,1488,298,N, ,POLLING PLACE,134,63,66, 
LOS ANGELES,9001911A,1488,298,N, ,VBM PORTION,315,132,169, 
LOS ANGELES,9001911A,1488,298,N,1568,TOTAL,449,195,235, 
LOS ANGELES,9001920A,7683,484,N, ,POLLING PLACE,91,36,53, 
LOS ANGELES,9001920A,7683,484,N, ,VBM PORTION,247,131,109, 
LOS ANGELES,9001920A,7683,484,N,1153,TOTAL,338,167,162, 
LOS ANGELES,9001922A,7684,11,N, ,POLLING PLACE,58,42,16, 
LOS ANGELES,9001922A,7684,11,N, ,VBM PORTION,242,162,74, 
LOS ANGELES,9001922A,7684,11,N,864,TOTAL,300,204,90, 
LOS ANGELES,9001923A,7685,617,N, ,POLLING PLACE,72,33,36, 
LOS ANGELES,9001923A,7685,617,N, ,VBM PORTION,364,198,158, 
LOS ANGELES,9001923A,7685,617,N,1197,TOTAL,436,231,194, 
LOS ANGELES,9001926A,1489,773,N, ,POLLING PLACE,346,151,189, 
LOS ANGELES,9001926A,1489,773,N, ,VBM PORTION,1914,1154,719, 
LOS ANGELES,9001926A,1489,773,N,3568,TOTAL,2260,1305,908, 
LOS ANGELES,9001929A,1490,484,N, ,POLLING PLACE,115,68,45, 
LOS ANGELES,9001929A,1490,484,N, ,VBM PORTION,112,76,35, 
LOS ANGELES,9001929A,1490,484,N,1002,TOTAL,227,144,80, 
LOS ANGELES,9001931A,1491,773,N, ,POLLING PLACE,268,126,135, 
LOS ANGELES,9001931A,1491,773,N, ,VBM PORTION,1553,942,584, 
LOS ANGELES,9001931A,1491,773,N,2702,TOTAL,1821,1068,719, 
LOS ANGELES,9001937A,1492,484,N, ,POLLING PLACE,93,50,40, 
LOS ANGELES,9001937A,1492,484,N, ,VBM PORTION,356,186,157, 
LOS ANGELES,9001937A,1492,484,N,2330,TOTAL,449,236,197, 
LOS ANGELES,9001940A,1493,487,N, ,POLLING PLACE,95,48,44, 
LOS ANGELES,9001940A,1493,487,N, ,VBM PORTION,382,206,169, 
LOS ANGELES,9001940A,1493,487,N,2400,TOTAL,477,254,213, 
LOS ANGELES,9001941A,1494,484,N, ,POLLING PLACE,102,48,50, 
LOS ANGELES,9001941A,1494,484,N, ,VBM PORTION,409,205,199, 
LOS ANGELES,9001941A,1494,484,N,2640,TOTAL,511,253,249, 
LOS ANGELES,9001946B,7686,227,N, ,POLLING PLACE,52,24,28, 
LOS ANGELES,9001946B,7686,227,N, ,VBM PORTION,308,137,169, 
LOS ANGELES,9001946B,7686,227,N,528,TOTAL,360,161,197, 
LOS ANGELES,9001956A,1495,484,N, ,POLLING PLACE,204,135,66, 
LOS ANGELES,9001956A,1495,484,N, ,VBM PORTION,281,143,123, 
LOS ANGELES,9001956A,1495,484,N,1416,TOTAL,485,278,189, 
LOS ANGELES,9001959A,1496,839,N, ,POLLING PLACE,103,54,45, 
LOS ANGELES,9001959A,1496,839,N, ,VBM PORTION,428,277,143, 
LOS ANGELES,9001959A,1496,839,N,2204,TOTAL,531,331,188, 
LOS ANGELES,9001974A,1497,486,N, ,POLLING PLACE,106,62,43, 
LOS ANGELES,9001974A,1497,486,N, ,VBM PORTION,436,291,140, 
LOS ANGELES,9001974A,1497,486,N,2352,TOTAL,542,353,183, 
LOS ANGELES,9001997B,7687,487,N, ,POLLING PLACE,29,12,15, 
LOS ANGELES,9001997B,7687,487,N, ,VBM PORTION,55,26,28, 
LOS ANGELES,9001997B,7687,487,N,444,TOTAL,84,38,43, 
LOS ANGELES,9001998A,1498,487,N, ,POLLING PLACE,132,72,57, 
LOS ANGELES,9001998A,1498,487,N, ,VBM PORTION,395,215,172, 
LOS ANGELES,9001998A,1498,487,N,2791,TOTAL,527,287,229, 
LOS ANGELES,9002001A,7688,469,N, ,POLLING PLACE,79,39,38, 
LOS ANGELES,9002001A,7688,469,N, ,VBM PORTION,281,137,141, 
LOS ANGELES,9002001A,7688,469,N,1144,TOTAL,360,176,179, 
LOS ANGELES,9002005A,1499,486,N, ,POLLING PLACE,140,72,66, 
LOS ANGELES,9002005A,1499,486,N, ,VBM PORTION,365,214,144, 
LOS ANGELES,9002005A,1499,486,N,2654,TOTAL,505,286,210, 
LOS ANGELES,9002007A,1500,475,N, ,POLLING PLACE,210,131,73, 
LOS ANGELES,9002007A,1500,475,N, ,VBM PORTION,755,531,209, 
LOS ANGELES,9002007A,1500,475,N,2686,TOTAL,965,662,282, 
LOS ANGELES,9002009A,7689,475,N, ,POLLING PLACE,53,29,23, 
LOS ANGELES,9002009A,7689,475,N, ,VBM PORTION,229,160,68, 
LOS ANGELES,9002009A,7689,475,N,606,TOTAL,282,189,91, 
LOS ANGELES,9002010A,1501,486,N, ,POLLING PLACE,91,51,39, 
LOS ANGELES,9002010A,1501,486,N, ,VBM PORTION,273,143,120, 
LOS ANGELES,9002010A,1501,486,N,1978,TOTAL,364,194,159, 
LOS ANGELES,9002012A,7690,298,N, ,POLLING PLACE,29,14,14, 
LOS ANGELES,9002012A,7690,298,N, ,VBM PORTION,200,81,108, 
LOS ANGELES,9002012A,7690,298,N,693,TOTAL,229,95,122, 
LOS ANGELES,9002013A,1502,13,N, ,POLLING PLACE,137,71,64, 
LOS ANGELES,9002013A,1502,13,N, ,VBM PORTION,727,420,290, 
LOS ANGELES,9002013A,1502,13,N,2418,TOTAL,864,491,354, 
LOS ANGELES,9002014A,1503,484,N, ,POLLING PLACE,170,105,64, 
LOS ANGELES,9002014A,1503,484,N, ,VBM PORTION,382,234,138, 
LOS ANGELES,9002014A,1503,484,N,2035,TOTAL,552,339,202, 
LOS ANGELES,9002015B,7691,290,N, ,POLLING PLACE,93,48,44, 
LOS ANGELES,9002015B,7691,290,N, ,VBM PORTION,460,270,182, 
LOS ANGELES,9002015B,7691,290,N,1100,TOTAL,553,318,226, 
LOS ANGELES,9002017B,1504,298,N, ,POLLING PLACE,305,173,125, 
LOS ANGELES,9002017B,1504,298,N, ,VBM PORTION,959,585,350, 
LOS ANGELES,9002017B,1504,298,N,3288,TOTAL,1264,758,475, 
LOS ANGELES,9002024A,1505,486,N, ,POLLING PLACE,125,69,53, 
LOS ANGELES,9002024A,1505,486,N, ,VBM PORTION,487,308,165, 
LOS ANGELES,9002024A,1505,486,N,2631,TOTAL,612,377,218, 
LOS ANGELES,9002036A,1506,484,N, ,POLLING PLACE,109,69,39, 
LOS ANGELES,9002036A,1506,484,N, ,VBM PORTION,308,199,104, 
LOS ANGELES,9002036A,1506,484,N,1700,TOTAL,417,268,143, 
LOS ANGELES,9002037A,1507,486,N, ,POLLING PLACE,99,53,44, 
LOS ANGELES,9002037A,1507,486,N, ,VBM PORTION,372,249,117, 
LOS ANGELES,9002037A,1507,486,N,2528,TOTAL,471,302,161, 
LOS ANGELES,9002039A,1508,486,N, ,POLLING PLACE,90,42,45, 
LOS ANGELES,9002039A,1508,486,N, ,VBM PORTION,372,192,175, 
LOS ANGELES,9002039A,1508,486,N,2339,TOTAL,462,234,220, 
LOS ANGELES,9002040C,1509,486,N, ,POLLING PLACE,120,84,30, 
LOS ANGELES,9002040C,1509,486,N, ,VBM PORTION,377,235,131, 
LOS ANGELES,9002040C,1509,486,N,2499,TOTAL,497,319,161, 
LOS ANGELES,9002044A,1510,297,N, ,POLLING PLACE,216,129,77, 
LOS ANGELES,9002044A,1510,297,N, ,VBM PORTION,1001,553,415, 
LOS ANGELES,9002044A,1510,297,N,3635,TOTAL,1217,682,492, 
LOS ANGELES,9002047A,1511,486,N, ,POLLING PLACE,86,53,31, 
LOS ANGELES,9002047A,1511,486,N, ,VBM PORTION,301,160,140, 
LOS ANGELES,9002047A,1511,486,N,2231,TOTAL,387,213,171, 
LOS ANGELES,9002052A,1512,486,N, ,POLLING PLACE,98,58,38, 
LOS ANGELES,9002052A,1512,486,N, ,VBM PORTION,391,222,161, 
LOS ANGELES,9002052A,1512,486,N,2478,TOTAL,489,280,199, 
LOS ANGELES,9002053A,1513,290,N, ,POLLING PLACE,157,77,74, 
LOS ANGELES,9002053A,1513,290,N, ,VBM PORTION,678,384,279, 
LOS ANGELES,9002053A,1513,290,N,1834,TOTAL,835,461,353, 
LOS ANGELES,9002054A,1514,486,N, ,POLLING PLACE,69,39,30, 
LOS ANGELES,9002054A,1514,486,N, ,VBM PORTION,241,164,70, 
LOS ANGELES,9002054A,1514,486,N,1520,TOTAL,310,203,100, 
LOS ANGELES,9002057A,7692,299,N, ,POLLING PLACE,30,9,19, 
LOS ANGELES,9002057A,7692,299,N, ,VBM PORTION,93,47,43, 
LOS ANGELES,9002057A,7692,299,N,450,TOTAL,123,56,62, 
LOS ANGELES,9002059B,1515,486,N, ,POLLING PLACE,96,59,37, 
LOS ANGELES,9002059B,1515,486,N, ,VBM PORTION,424,254,161, 
LOS ANGELES,9002059B,1515,486,N,2645,TOTAL,520,313,198, 
LOS ANGELES,9002063A,1516,486,N, ,POLLING PLACE,88,60,27, 
LOS ANGELES,9002063A,1516,486,N, ,VBM PORTION,250,163,81, 
LOS ANGELES,9002063A,1516,486,N,1697,TOTAL,338,223,108, 
LOS ANGELES,9002065A,1517,297,N, ,POLLING PLACE,270,171,94, 
LOS ANGELES,9002065A,1517,297,N, ,VBM PORTION,1097,580,490, 
LOS ANGELES,9002065A,1517,297,N,3261,TOTAL,1367,751,584, 
LOS ANGELES,9002069B,1518,475,N, ,POLLING PLACE,176,147,27, 
LOS ANGELES,9002069B,1518,475,N, ,VBM PORTION,633,512,109, 
LOS ANGELES,9002069B,1518,475,N,2786,TOTAL,809,659,136, 
LOS ANGELES,9002073A,1519,475,N, ,POLLING PLACE,135,89,46, 
LOS ANGELES,9002073A,1519,475,N, ,VBM PORTION,631,432,188, 
LOS ANGELES,9002073A,1519,475,N,2513,TOTAL,766,521,234, 
LOS ANGELES,9002077A,1520,476,N, ,POLLING PLACE,187,113,69, 
LOS ANGELES,9002077A,1520,476,N, ,VBM PORTION,690,486,193, 
LOS ANGELES,9002077A,1520,476,N,2629,TOTAL,877,599,262, 
LOS ANGELES,9002080A,1521,475,N, ,POLLING PLACE,206,155,50, 
LOS ANGELES,9002080A,1521,475,N, ,VBM PORTION,1164,944,202, 
LOS ANGELES,9002080A,1521,475,N,2522,TOTAL,1370,1099,252, 
LOS ANGELES,9002083A,1522,475,N, ,POLLING PLACE,211,161,48, 
LOS ANGELES,9002083A,1522,475,N, ,VBM PORTION,925,750,159, 
LOS ANGELES,9002083A,1522,475,N,2090,TOTAL,1136,911,207, 
LOS ANGELES,9002086A,1523,475,N, ,POLLING PLACE,141,92,43, 
LOS ANGELES,9002086A,1523,475,N, ,VBM PORTION,656,442,202, 
LOS ANGELES,9002086A,1523,475,N,2565,TOTAL,797,534,245, 
LOS ANGELES,9002091A,1524,476,N, ,POLLING PLACE,179,137,38, 
LOS ANGELES,9002091A,1524,476,N, ,VBM PORTION,778,654,117, 
LOS ANGELES,9002091A,1524,476,N,2047,TOTAL,957,791,155, 
LOS ANGELES,9002095A,1525,476,N, ,POLLING PLACE,297,240,51, 
LOS ANGELES,9002095A,1525,476,N, ,VBM PORTION,954,801,131, 
LOS ANGELES,9002095A,1525,476,N,2650,TOTAL,1251,1041,182, 
LOS ANGELES,9002098A,1526,291,N, ,POLLING PLACE,269,177,84, 
LOS ANGELES,9002098A,1526,291,N, ,VBM PORTION,1168,842,305, 
LOS ANGELES,9002098A,1526,291,N,3164,TOTAL,1437,1019,389, 
LOS ANGELES,9002099A,1527,298,N, ,POLLING PLACE,134,78,53, 
LOS ANGELES,9002099A,1527,298,N, ,VBM PORTION,333,203,121, 
LOS ANGELES,9002099A,1527,298,N,1776,TOTAL,467,281,174, 
LOS ANGELES,9002101A,1528,476,N, ,POLLING PLACE,165,100,63, 
LOS ANGELES,9002101A,1528,476,N, ,VBM PORTION,765,542,213, 
LOS ANGELES,9002101A,1528,476,N,2622,TOTAL,930,642,276, 
LOS ANGELES,9002103A,1529,475,N, ,POLLING PLACE,279,219,56, 
LOS ANGELES,9002103A,1529,475,N, ,VBM PORTION,909,735,163, 
LOS ANGELES,9002103A,1529,475,N,2496,TOTAL,1188,954,219, 
LOS ANGELES,9002107A,1530,475,N, ,POLLING PLACE,291,227,60, 
LOS ANGELES,9002107A,1530,475,N, ,VBM PORTION,1211,996,199, 
LOS ANGELES,9002107A,1530,475,N,2944,TOTAL,1502,1223,259, 
LOS ANGELES,9002114A,1531,475,N, ,POLLING PLACE,236,179,54, 
LOS ANGELES,9002114A,1531,475,N, ,VBM PORTION,838,588,221, 
LOS ANGELES,9002114A,1531,475,N,2528,TOTAL,1074,767,275, 
LOS ANGELES,9002117A,1532,475,N, ,POLLING PLACE,179,130,47, 
LOS ANGELES,9002117A,1532,475,N, ,VBM PORTION,575,468,100, 
LOS ANGELES,9002117A,1532,475,N,2645,TOTAL,754,598,147, 
LOS ANGELES,9002119A,1533,622,N, ,POLLING PLACE,177,78,95, 
LOS ANGELES,9002119A,1533,622,N, ,VBM PORTION,682,372,298, 
LOS ANGELES,9002119A,1533,622,N,2300,TOTAL,859,450,393, 
LOS ANGELES,9002127A,1534,476,N, ,POLLING PLACE,164,119,41, 
LOS ANGELES,9002127A,1534,476,N, ,VBM PORTION,545,423,111, 
LOS ANGELES,9002127A,1534,476,N,1882,TOTAL,709,542,152, 
LOS ANGELES,9002128C,7693,476,N, ,POLLING PLACE,16,14,1, 
LOS ANGELES,9002128C,7693,476,N, ,VBM PORTION,104,89,14, 
LOS ANGELES,9002128C,7693,476,N,210,TOTAL,120,103,15, 
LOS ANGELES,9002130A,1535,476,N, ,POLLING PLACE,315,248,67, 
LOS ANGELES,9002130A,1535,476,N, ,VBM PORTION,1167,991,164, 
LOS ANGELES,9002130A,1535,476,N,3011,TOTAL,1482,1239,231, 
LOS ANGELES,9002133A,1536,476,N, ,POLLING PLACE,197,149,46, 
LOS ANGELES,9002133A,1536,476,N, ,VBM PORTION,698,525,155, 
LOS ANGELES,9002133A,1536,476,N,2462,TOTAL,895,674,201, 
LOS ANGELES,9002140A,1537,476,N, ,POLLING PLACE,164,117,47, 
LOS ANGELES,9002140A,1537,476,N, ,VBM PORTION,649,506,138, 
LOS ANGELES,9002140A,1537,476,N,2140,TOTAL,813,623,185, 
LOS ANGELES,9002146A,1538,298,N, ,POLLING PLACE,179,98,77, 
LOS ANGELES,9002146A,1538,298,N, ,VBM PORTION,491,263,220, 
LOS ANGELES,9002146A,1538,298,N,2347,TOTAL,670,361,297, 
LOS ANGELES,9002153A,1539,476,N, ,POLLING PLACE,157,109,45, 
LOS ANGELES,9002153A,1539,476,N, ,VBM PORTION,572,399,166, 
LOS ANGELES,9002153A,1539,476,N,2293,TOTAL,729,508,211, 
LOS ANGELES,9002157A,1540,486,N, ,POLLING PLACE,127,72,52, 
LOS ANGELES,9002157A,1540,486,N, ,VBM PORTION,464,296,157, 
LOS ANGELES,9002157A,1540,486,N,2268,TOTAL,591,368,209, 
LOS ANGELES,9002159B,7694,485,N, ,POLLING PLACE,266,152,110, 
LOS ANGELES,9002159B,7694,485,N, ,VBM PORTION,962,495,429, 
LOS ANGELES,9002159B,7694,485,N,2798,TOTAL,1228,647,539, 
LOS ANGELES,9002162A,1541,486,N, ,POLLING PLACE,153,102,46, 
LOS ANGELES,9002162A,1541,486,N, ,VBM PORTION,555,370,172, 
LOS ANGELES,9002162A,1541,486,N,2339,TOTAL,708,472,218, 
LOS ANGELES,9002163A,1542,488,N, ,POLLING PLACE,95,67,27, 
LOS ANGELES,9002163A,1542,488,N, ,VBM PORTION,529,385,132, 
LOS ANGELES,9002163A,1542,488,N,2003,TOTAL,624,452,159, 
LOS ANGELES,9002165A,1543,298,N, ,POLLING PLACE,145,64,77, 
LOS ANGELES,9002165A,1543,298,N, ,VBM PORTION,551,273,267, 
LOS ANGELES,9002165A,1543,298,N,2442,TOTAL,696,337,344, 
LOS ANGELES,9002169A,1544,290,N, ,POLLING PLACE,142,80,61, 
LOS ANGELES,9002169A,1544,290,N, ,VBM PORTION,554,349,192, 
LOS ANGELES,9002169A,1544,290,N,1744,TOTAL,696,429,253, 
LOS ANGELES,9002171A,7695,279,N, ,POLLING PLACE,191,122,64, 
LOS ANGELES,9002171A,7695,279,N, ,VBM PORTION,1179,894,258, 
LOS ANGELES,9002171A,7695,279,N,1961,TOTAL,1370,1016,322, 
LOS ANGELES,9002177A,1545,488,N, ,POLLING PLACE,179,125,49, 
LOS ANGELES,9002177A,1545,488,N, ,VBM PORTION,704,529,163, 
LOS ANGELES,9002177A,1545,488,N,2360,TOTAL,883,654,212, 
LOS ANGELES,9002178A,1546,486,N, ,POLLING PLACE,156,110,45, 
LOS ANGELES,9002178A,1546,486,N, ,VBM PORTION,555,439,109, 
LOS ANGELES,9002178A,1546,486,N,1806,TOTAL,711,549,154, 
LOS ANGELES,9002180A,7696,463,N, ,POLLING PLACE,173,76,96, 
LOS ANGELES,9002180A,7696,463,N, ,VBM PORTION,989,555,413, 
LOS ANGELES,9002180A,7696,463,N,1931,TOTAL,1162,631,509, 
LOS ANGELES,9002182A,1547,490,N, ,POLLING PLACE,284,197,82, 
LOS ANGELES,9002182A,1547,490,N, ,VBM PORTION,1178,875,279, 
LOS ANGELES,9002182A,1547,490,N,3004,TOTAL,1462,1072,361, 
LOS ANGELES,9002186A,1548,463,N, ,POLLING PLACE,252,82,160, 
LOS ANGELES,9002186A,1548,463,N, ,VBM PORTION,1460,756,649, 
LOS ANGELES,9002186A,1548,463,N,2737,TOTAL,1712,838,809, 
LOS ANGELES,9002193A,7697,475,N, ,POLLING PLACE,105,85,18, 
LOS ANGELES,9002193A,7697,475,N, ,VBM PORTION,403,310,80, 
LOS ANGELES,9002193A,7697,475,N,853,TOTAL,508,395,98, 
LOS ANGELES,9002199C,7698,868,N, ,POLLING PLACE,9,5,4, 
LOS ANGELES,9002199C,7698,868,N, ,VBM PORTION,8,4,4, 
LOS ANGELES,9002199C,7698,868,N,51,TOTAL,17,9,8, 
LOS ANGELES,9002200A,1549,298,N, ,POLLING PLACE,144,70,71, 
LOS ANGELES,9002200A,1549,298,N, ,VBM PORTION,324,152,168, 
LOS ANGELES,9002200A,1549,298,N,1912,TOTAL,468,222,239, 
LOS ANGELES,9002207B,7699,488,N, ,POLLING PLACE,40,29,11, 
LOS ANGELES,9002207B,7699,488,N, ,VBM PORTION,270,221,46, 
LOS ANGELES,9002207B,7699,488,N,661,TOTAL,310,250,57, 
LOS ANGELES,9002212A,1550,486,N, ,POLLING PLACE,229,175,48, 
LOS ANGELES,9002212A,1550,486,N, ,VBM PORTION,874,708,156, 
LOS ANGELES,9002212A,1550,486,N,2471,TOTAL,1103,883,204, 
LOS ANGELES,9002215B,1551,486,N, ,POLLING PLACE,197,154,39, 
LOS ANGELES,9002215B,1551,486,N, ,VBM PORTION,836,680,143, 
LOS ANGELES,9002215B,1551,486,N,2414,TOTAL,1033,834,182, 
LOS ANGELES,9002220A,1552,9,N, ,POLLING PLACE,126,40,83, 
LOS ANGELES,9002220A,1552,9,N, ,VBM PORTION,498,244,245, 
LOS ANGELES,9002220A,1552,9,N,2288,TOTAL,624,284,328, 
LOS ANGELES,9002222A,1553,622,N, ,POLLING PLACE,292,169,116, 
LOS ANGELES,9002222A,1553,622,N, ,VBM PORTION,1019,701,289, 
LOS ANGELES,9002222A,1553,622,N,3133,TOTAL,1311,870,405, 
LOS ANGELES,9002227A,1554,196,N, ,POLLING PLACE,328,148,174, 
